dataset,row_id,full_question,final_ground_truth,hop_questions,hop_ground_truths,hop_responses
twohopfact,129426,The national anthem of the country with Wellington as its capital is named,God Defend New Zealand,"[""The country with Wellington as its capital is"", ""The national anthem of New Zealand is named""]","[""New Zealand|NZ|NZL|Dominion of New Zealand|Aotearoa|🇳🇿|Aotearoa New Zealand|New Zeeland|Zeelandia Nova|Nova Zelandia|Zelandia Nova"", ""God Defend New Zealand|national anthem of New Zealand""]","[""New Zealand"", ""\""God Defend New Zealand\""""]"
twohopfact,129453,The national anthem of the country with Edinburgh as its capital is named,Flower of Scotland,"[""The country with Edinburgh as its capital is"", ""The national anthem of Scotland is named""]","[""Scotland|Alba|Scotland, United Kingdom|SCT|Caledonia|Scot|SC|UK-SC|UK-SCT"", ""Flower of Scotland|Flùr na h-Alba|Flur na h-Alba""]","[""Scotland"", ""\""Flower of Scotland\""""]"
twohopfact,129466,The national anthem of the country with Ulaanbaatar as its capital is named,national anthem of Mongolia,"[""The country with Ulaanbaatar as its capital is"", ""The national anthem of Mongolia is named""]","[""Mongolia|mn|Mongol uls|MNG|MGL|🇲🇳"", ""national anthem of Mongolia|Mongolia national anthem|Mongolian national anthem""]","[""Mongolia"", ""\""National Anthem of Mongolia\""""]"
twohopfact,129507,The national anthem of the country with Canberra as its capital is named,Advance Australia Fair,"[""The country with Canberra as its capital is"", ""The national anthem of Australia is named""]","[""Australia|Commonwealth of Australia|AU|AUS|🇦🇺|Straya|Aussieland|Oz|Stralia|New Holland|New Hollandia|Nova Hollandia|Down Under"", ""Advance Australia Fair|Australia's national anthem|national anthem of Australia""]","[""Australia"", ""\""Advance Australia Fair\""""]"
twohopfact,129519,The national anthem of the country with Beijing as its capital is named,March of the Volunteers,"[""The country with Beijing as its capital is"", ""The national anthem of People's Republic of China is named""]","[""People's Republic of China|China|CN|PR China|PRC|CHN|🇨🇳|China PR|Mainland China|RPC"", ""March of the Volunteers|Yìyǒngjūn Jìnxíngqǔ|National anthem of China""]","[""China"", ""\""March of the Volunteers\""""]"
twohopfact,129534,The national anthem of the country with New Delhi as its capital is named,Jana Gana Mana,"[""The country with New Delhi as its capital is"", ""The national anthem of India is named""]","[""India|Republic of India|Bharat|Bharatvarsh|Hindustan|IN|IND|🇮🇳|Bharata|Hindoostan|Indostan|Bharat Ganarajya"", ""Jana Gana Mana""]","[""India"", ""\""Jana Gana Mana\""""]"
twohopfact,129539,The national anthem of the country with Ottawa as its capital is named,O Canada,"[""The country with Ottawa as its capital is"", ""The national anthem of Canada is named""]","[""Canada|CAN|CA"", ""O Canada|Ô Canada""]","[""Canada"", ""O Canada""]"
twohopfact,129543,The national anthem of the country with Madrid as its capital is named,Marcha Real,"[""The country with Madrid as its capital is"", ""The national anthem of Spain is named""]","[""Spain|Kingdom of Spain|ES|ESP|🇪🇸"", ""Marcha Real|Royal March|national anthem of Spain|Spanish national anthem""]","[""Spain"", ""\""La Marcha Real\""""]"
twohopfact,129546,The national anthem of the country with Paris as its capital is named,La Marseillaise,"[""The country with Paris as its capital is"", ""The national anthem of France is named""]","[""France|fr|Republic of France|French Republic|FRA|the Hexagon"", ""La Marseillaise|French national anthem|Marseillaise|The Marseillaise|National anthem of France""]","[""France"", ""\""La Marseillaise\""""]"
twohopfact,130950,The capital of the country with the national anthem 'Thai National Anthem' is,Bangkok,"[""The country with the national anthem 'Thai National Anthem' is"", ""The capital of Thailand is""]","[""Thailand|Kingdom of Thailand|th|Siam|🇹🇭|Land of Smiles|THA"", ""Bangkok|Bangkok, Thailand|Krung Thep|Krung Thep Maha Nakhon|Sia-Yut'hia|Krungthepmahanakhon Amonrattanakosin Mahintharayutthaya Mahadilokphop Noppharatratchathaniburirom Udomratchaniwetmahasathan Amonphimanawatansathit Sakkathattiyawitsanukamprasit""]","[""Thailand"", ""Bangkok""]"
twohopfact,130951,The capital of the country with the national anthem 'Tiến quân ca' is,Hanoi,"[""The country with the national anthem 'Tiến quân ca' is"", ""The capital of Vietnam is""]","[""Vietnam|Socialist Republic of Vietnam|VN|VIE|🇻🇳|Việt Nam|Viet Nam|SRV|VNM"", ""Hanoi|Thang Long|Dong Do|Tonkin|Hà Nội|Ha Noi|Đại La""]","[""Vietnam"", ""Hanoi.""]"
twohopfact,130953,The capital of the country with the national anthem 'Amar Sonar Bangla' is,Dhaka,"[""The country with the national anthem 'Amar Sonar Bangla' is"", ""The capital of Bangladesh is""]","[""Bangladesh|bd|🇧🇩|BAN|People's Republic of Bangladesh"", ""Dhaka|Dacca|Dhaka City""]","[""Bangladesh"", ""Dhaka""]"
twohopfact,130957,The capital of the country with the national anthem 'Mulungu dalitsa Malaŵi' is,Lilongwe,"[""The country with the national anthem 'Mulungu dalitsa Malaŵi' is"", ""The capital of Malawi is""]","[""Malawi|Republic of Malawi|mw|🇲🇼|MAW"", ""Lilongwe""]","[""Malawi"", ""Lilongwe""]"
twohopfact,130958,The capital of the country with the national anthem 'La Nigérienne' is,Niamey,"[""The country with the national anthem 'La Nigérienne' is"", ""The capital of Niger is""]","[""Niger|Republic of Niger|Republic Niger|ne|🇳🇪|The Niger|Republic of the Niger"", ""Niamey""]","[""Niger"", ""Niamey.""]"
twohopfact,130961,The capital of the country with the national anthem 'Himno Nacional Mexicano' is,Mexico City,"[""The country with the national anthem 'Himno Nacional Mexicano' is"", ""The capital of Mexico is""]","[""Mexico|MX|United Mexican States|Mexican Republic|MEX|🇲🇽|US of M|MXN"", ""Mexico City|Mexico D.F.|Ciudad de México|City of Mexico|Mexico City, Mexico|CDMX|Mexico""]","[""Mexico"", ""Mexico City""]"
twohopfact,130963,"The capital of the country with the national anthem 'Deșteaptă-te, române!' is",Bucharest,"[""The country with the national anthem 'Deșteaptă-te, române!' is"", ""The capital of Romania is""]","[""Romania|Roumania|Rumania|România|ro|🇷🇴"", ""Bucharest|Little Paris|Paris of the East|București|Bucureşti|Bucuresti|Bucharest, Romania""]","[""Romania"", ""Bucharest""]"
twohopfact,130965,The capital of the country with the national anthem 'Denes nad Makedonija' is,Skopje,"[""The country with the national anthem 'Denes nad Makedonija' is"", ""The capital of North Macedonia is""]","[""North Macedonia|Republic of North Macedonia|MKD|FYROM|FYR Macedonia|Former Yugoslav Republic of Macedonia|🇲🇰|NM|MK|Republic of Macedonia|Macedonia"", ""Skopje|Скопје|Üsküb|Skoplje""]","[""North Macedonia"", ""Skopje""]"
twohopfact,130968,The capital of the country with the national anthem 'L-Innu Malti' is,Valletta,"[""The country with the national anthem 'L-Innu Malti' is"", ""The capital of Malta is""]","[""Malta|Republic of Malta|🇲🇹|MLT|MT"", ""Valletta|Valleta|Capital of Malta|Valetta|Il-Belt Valletta|Città Umilissima|La Valleta|La Valletta|Citta Umilissima""]","[""Malta"", ""Valletta.""]"
twohopfact,130973,"The capital of the country with the national anthem 'Fair Antigua, We Salute Thee' is",Saint John's,"[""The country with the national anthem 'Fair Antigua, We Salute Thee' is"", ""The capital of Antigua and Barbuda is""]","[""Antigua and Barbuda|ag|🇦🇬|ANT|A&B"", ""Saint John's|St John's|St. John's|Saint John""]","[""Antigua and Barbuda"", ""St. John's""]"
twohopfact,130975,The capital of the country with the national anthem 'State Anthem of the Kyrgyz Republic' is,Bishkek,"[""The country with the national anthem 'State Anthem of the Kyrgyz Republic' is"", ""The capital of Kyrgyzstan is""]","[""Kyrgyzstan|Kyrgyz Republic|kg|Kirgizia|🇰🇬|KGZ"", ""Bishkek|Frunze|Pishpek""]","[""Kyrgyzstan"", ""Bishkek""]"
twohopfact,130976,The capital of the country with the national anthem 'Lebanese national anthem' is,Beirut,"[""The country with the national anthem 'Lebanese national anthem' is"", ""The capital of Lebanon is""]","[""Lebanon|🇱🇧|LBN|Lebanese Republic|lb|Republic of Lebanon|Lubnan"", ""Beirut|Beyrout""]","[""Lebanon"", ""Beirut""]"
twohopfact,130982,The capital of the country with the national anthem 'Druk Tsenden' is,Thimphu,"[""The country with the national anthem 'Druk Tsenden' is"", ""The capital of Bhutan is""]","[""Bhutan|Kingdom of Bhutan|bt|BHU|🇧🇹"", ""Thimphu|Thimpu""]","[""Bhutan"", ""Thimphu""]"
twohopfact,130997,The capital of the country with the national anthem 'Azərbaycan marşı' is,Baku,"[""The country with the national anthem 'Azərbaycan marşı' is"", ""The capital of Azerbaijan is""]","[""Azerbaijan|🇦🇿|AZE|Republic of Azerbaijan|az|Azərbaycan|Azərbaycan Respublikası"", ""Baku|Baki|City of Winds|Baky""]","[""Azerbaijan"", ""Baku.""]"
twohopfact,130998,The capital of the country with the national anthem 'Hymne monégasque' is,Monaco City,"[""The country with the national anthem 'Hymne monégasque' is"", ""The capital of Monaco is""]","[""Monaco|Principality of Monaco|mc|🇲🇨|MON|Fort-Hercule|Principality and Diocese of Monaco|Principauté de Monaco|Mùnegu|Prinçipatu de Mùnegu|Principato di Monaco|Principatu de Mu̍negu"", ""Monaco City|Monaco-Ville|Monaco|City of Monaco""]","[""Monaco"", ""Monaco City""]"
twohopfact,131002,The capital of the country with the national anthem 'Argentine National Anthem' is,Buenos Aires,"[""The country with the national anthem 'Argentine National Anthem' is"", ""The capital of Argentina is""]","[""Argentina|🇦🇷|ARG|Arjentina|AR|Argentine Republic|Republic of Argentina"", ""Buenos Aires|Ciudad Autonoma de Buenos Aires|Buenos Aires city""]","[""Argentina"", ""Buenos Aires""]"
twohopfact,131005,The capital of the country with the national anthem 'Amhrán na bhFiann' is,Dublin,"[""The country with the national anthem 'Amhrán na bhFiann' is"", ""The capital of Republic of Ireland is""]","[""Republic of Ireland|Éire|IE|IRL|Hibernia|Ireland, Republic of|🇮🇪|Eire|Southern Ireland|Ireland (state)|Ireland"", ""Dublin|Dublin city|City of Dublin|Baile Átha Cliath|Dublin, Ireland""]","[""Ireland"", ""Dublin""]"
twohopfact,131006,The capital of the country with the national anthem 'Hen Wlad Fy Nhadau' is,Cardiff,"[""The country with the national anthem 'Hen Wlad Fy Nhadau' is"", ""The capital of Wales is""]","[""Wales|WAL|WLS|Cymru|Cambria"", ""Cardiff|Caerdydd|Cardiff, Wales""]","[""Wales"", ""Cardiff""]"
twohopfact,131007,The capital of the country with the national anthem 'The Brabançonne' is,City of Brussels,"[""The country with the national anthem 'The Brabançonne' is"", ""The capital of Belgium is""]","[""Belgium|Kingdom of Belgium|BEL|be|🇧🇪|Koninkrijk België|Royaume de Belgique|Königreich Belgien|Belgien"", ""City of Brussels|02|Bru|BXL|Brussels City|Brussels, Belgium|Brussel|Ville de Bruxelles|Brussels (municipality)|Bruxelles|Stad Brussel|Brussels""]","[""Belgium"", ""Brussels""]"
twohopfact,131008,"The capital of the country with the national anthem 'Du gamla, du fria' is",Stockholm,"[""The country with the national anthem 'Du gamla, du fria' is"", ""The capital of Sweden is""]","[""Sweden|Kingdom of Sweden|🇸🇪|SE|SWE|Sverige|Konungariket Sverige"", ""Stockholm|Sthlm""]","[""Sweden"", ""Stockholm""]"
twohopfact,131010,The capital of the country with the national anthem 'A Portuguesa' is,Lisbon,"[""The country with the national anthem 'A Portuguesa' is"", ""The capital of Portugal is""]","[""Portugal|Portuguese Republic|PT|🇵🇹|PRT|POR"", ""Lisbon|Lisboa""]","[""Portugal"", ""Lisbon""]"
twohopfact,131012,The capital of the country with the national anthem 'March of the Volunteers' is,Beijing,"[""The country with the national anthem 'March of the Volunteers' is"", ""The capital of People's Republic of China is""]","[""People's Republic of China|China|CN|PR China|PRC|CHN|🇨🇳|China PR|Mainland China|RPC"", ""Beijing|Peking|Beiping|Peiping|Yanjing|Zhongdu|Khanbaliq|BJ|Pekin|Shuntian|Shuntianfu|Shuntian Fu|Pe-king|Pei-p'ing|Pei-ping|Peip'ing|Pei-ching|Yan-ching|Yanking|Chung-tu|Chungtu|Khanbalik|Shun-t'ien|Shun-tien""]","[""China"", ""Beijing""]"
twohopfact,131013,"The capital of the country with the national anthem 'Mu isamaa, mu õnn ja rõõm' is",Tallinn,"[""The country with the national anthem 'Mu isamaa, mu õnn ja rõõm' is"", ""The capital of Estonia is""]","[""Estonia|Republic of Estonia|Estland|Eesti|ee|EST|🇪🇪|Eesti Vabariik"", ""Tallinn|Reval|Revel|Rewel|Kolywan|Lyndanisse|Lindanäs|Reuel|Tallinn, Estonia""]","[""Estonia"", ""Tallinn""]"
twohopfact,131014,The capital of the country with the national anthem 'Lofsöngur' is,Reykjavík,"[""The country with the national anthem 'Lofsöngur' is"", ""The capital of Iceland is""]","[""Iceland|Republic of Iceland|is|Island|🇮🇸|ISL|Ysland"", ""Reykjavík|Reykjavik|Reykjavíkurborg|Reykjavikurborg""]","[""Iceland"", ""Reykjavik""]"
twohopfact,131015,"The capital of the country with the national anthem 'Dievs, svētī Latviju!' is",Riga,"[""The country with the national anthem 'Dievs, svētī Latviju!' is"", ""The capital of Latvia is""]","[""Latvia|lv|🇱🇻|LVA|Leţmо̄ Vabāmо̄|Leţmо̄|Republic of Latvia|Latvian Republic|Latvija|LAT|Latveja|Latvijas Republika|Latvejas Republika"", ""Riga|Rīga|Ryga|Rige|Riia|Rija|Rīgõ""]","[""Latvia"", ""Riga""]"
twohopfact,131016,The capital of the country with the national anthem 'Nad Tatrou sa blýska' is,Bratislava,"[""The country with the national anthem 'Nad Tatrou sa blýska' is"", ""The capital of Slovakia is""]","[""Slovakia|Slovak Republic|sk|🇸🇰|SVK|Slovakia (Slovak Republic)"", ""Bratislava|Pressburg|Pozsony|Presburg""]","[""Slovakia"", ""Bratislava""]"
twohopfact,131017,The capital of the country with the national anthem 'Zdravljica' is,Ljubljana,"[""The country with the national anthem 'Zdravljica' is"", ""The capital of Slovenia is""]","[""Slovenia|Slovenija|Republika Slovenija|si|🇸🇮|svn|slo|Republic of Slovenia"", ""Ljubljana|Ljubljana, Slovenia|Laibach|Lublana|Labacum|Aemona""]","[""Slovenia"", ""Ljubljana""]"
twohopfact,131018,"The capital of the country with the national anthem 'Shche ne vmerla Ukrainy i slava, i volia' is",Kyiv,"[""The country with the national anthem 'Shche ne vmerla Ukrainy i slava, i volia' is"", ""The capital of Ukraine is""]","[""Ukraine|UA|UKR|Ukrainia|🇺🇦|Ukr.|Ukraina|the Ukraine|Ukraïna|Urkrain"", ""Kyiv|Kyjiv|Kyyiv|Kyjiw|Kyiw|Kyïv|Kief|Kieff|Kiew|Kioff|Kiof|Kiowia|Kiovia|Kiow|Kiou|Kyїv|Kiyev|Kiev""]","[""Ukraine"", ""Kiev""]"
twohopfact,131019,The capital of the country with the national anthem 'Himni i Flamurit' is,Tirana,"[""The country with the national anthem 'Himni i Flamurit' is"", ""The capital of Albania is""]","[""Albania|Republic of Albania|Republika e Shqipërisë|Shqipërisë|🇦🇱|ALB|People's Socialist Republic of Albania|People's Republic of Albania|Republika Popullore Socialiste e Shqiperise|Republika Popullore e Shqiperise|AL"", ""Tirana|Tirane|Tiranë""]","[""Albania"", ""Tirana.""]"
twohopfact,131022,The capital of the country with the national anthem 'Jana Gana Mana' is,New Delhi,"[""The country with the national anthem 'Jana Gana Mana' is"", ""The capital of India is""]","[""India|Republic of India|Bharat|Bharatvarsh|Hindustan|IN|IND|🇮🇳|Bharata|Hindoostan|Indostan|Bharat Ganarajya"", ""New Delhi|Nayi Dilli|New Delhi Municipal Council Area|NDMC area|Nai Dilli""]","[""India"", ""New Delhi""]"
twohopfact,131023,The capital of the country with the national anthem 'Hatikvah' is,Jerusalem,"[""The country with the national anthem 'Hatikvah' is"", ""The capital of Israel is""]","[""Israel|State of Israel|il|🇮🇱|the Jewish state|ISR"", ""Jerusalem|Yerushalayim|J'lem|Aelia Capitolina|Al-Quds""]","[""Israel"", ""Jerusalem""]"
twohopfact,131025,The capital of the country with the national anthem 'Kimigayo' is,Tokyo,"[""The country with the national anthem 'Kimigayo' is"", ""The capital of Japan is""]","[""Japan|State of Japan|Land of the Rising Sun|Nihon|Nippon|JP|Nippon-koku|Nihon-koku|JPN|JAP|JA|🇯🇵|Iapan|Iapon|Land of Rising Sun"", ""Tokyo|Tōkyō|Tôkyô|Tokyo-to|Tokyo Metropolitan prefecture|Tōkyō-to|Tôkyô-to|Tokyo Metropolis|Tokio|Tokyo Prefecture|Tokyo, Japan|Tokei|Tokyo (Japan)""]","[""Japan"", ""Tokyo""]"
twohopfact,131026,The capital of the country with the national anthem 'The Star-Spangled Banner' is,"Washington, D.C.","[""The country with the national anthem 'The Star-Spangled Banner' is"", ""The capital of United States of America is""]","[""United States of America|the United States of America|America|U.S.A.|USA|U.S.|US|the US|the USA|US of A|the United States|U. S. A.|U. S.|the States|the U.S.|United States|US of America|the U.S.A.|the US of America|the US of A|the U.S. of A|the U.S. of America|U.S. of America|Merica"", ""Washington, D.C.|Washington|Washington DC|Washington, DC|DC|D.C.|District of Columbia|Washington, District of Columbia|Washington D.C.|The District|Washington, D.C., U.S.|US-DC|Washington, D. C.|D.C. Washington""]","[""United States"", ""Washington D.C.""]"
twohopfact,131027,The capital of the country with the national anthem 'Himnusz' is,Budapest,"[""The country with the national anthem 'Himnusz' is"", ""The capital of Hungary is""]","[""Hungary|hu|🇭🇺|HUN"", ""Budapest|Buda Pest|Buda-Pest|Budapešť|Budapesta|Budapeszt|Buda|Ofen|Budín|Budim|Budon|Pest|Pešť|Pešta|Alt-Ofen|Budapest, Hungary|Buda-Pesth""]","[""Hungary"", ""Budapest""]"
twohopfact,131031,The capital of the country with the national anthem 'Il Canto degli Italiani' is,Rome,"[""The country with the national anthem 'Il Canto degli Italiani' is"", ""The capital of Italy is""]","[""Italy|Italia|Italian Republic|IT|🇮🇹|ITA|Republic of Italy|Repubblica Italiana"", ""Rome|The Eternal City|Roma|Rome, Italy|City of Seven Hills""]","[""Italy"", ""Rome""]"
twohopfact,131040,The capital of the country with the national anthem 'Pheng Xat Lao' is,Vientiane,"[""The country with the national anthem 'Pheng Xat Lao' is"", ""The capital of Laos is""]","[""Laos|Lao People's Democratic Republic|la|Lao PDR|LAO|🇱🇦"", ""Vientiane|Bientani|Viangchan|Vientane|Wei-t'ien|Vieṅ Čan|Vieṅg-Čăn|Wīangčhan|Viang chan|Vyentyan|Wiangcan|Vienchan|Viengchan|Nakhon Viangchan|Vien Chang|Vieng-Cæn|urban Vientiane""]","[""Laos"", ""Vientiane""]"
twohopfact,131042,The capital of the country with the national anthem 'Negaraku' is,Kuala Lumpur,"[""The country with the national anthem 'Negaraku' is"", ""The capital of Malaysia is""]","[""Malaysia|my|Federation of Malaysia|Malaysia Federation|MAS|MYS|🇲🇾"", ""Kuala Lumpur|KL|Federal Territory of Kuala Lumpur|K.L.""]","[""Malaysia"", ""Kuala Lumpur""]"
twohopfact,131054,The capital of the country with the national anthem 'Meniñ Qazaqstanım' is,Astana,"[""The country with the national anthem 'Meniñ Qazaqstanım' is"", ""The capital of Kazakhstan is""]","[""Kazakhstan|Republic of Kazakhstan|kz|Qazaqstan|KAZ|🇰🇿"", ""Astana|Akmola|Aqmola|Tselinograd|Akmolinsk|Nur-Sultan""]","[""Kazakhstan"", ""Nur-Sultan.""]"
twohopfact,131058,The capital of the country with the national anthem 'Saint Vincent Land so Beautiful' is,Kingstown,"[""The country with the national anthem 'Saint Vincent Land so Beautiful' is"", ""The capital of Saint Vincent and the Grenadines is""]","[""Saint Vincent and the Grenadines|vc|St. Vincent and the Grenadines|St Vincent and the Grenadines|Saint Vincent|St. Vincent|St Vincent|🇻🇨|vct"", ""Kingstown""]","[""Saint Vincent and the Grenadines"", ""Kingstown""]"
twohopfact,131465,The capital of the country led by president Joe Biden is,"Washington, D.C.","[""The country led by president Joe Biden is"", ""The capital of United States of America is""]","[""United States of America|the United States of America|America|U.S.A.|USA|U.S.|US|the US|the USA|US of A|the United States|U. S. A.|U. S.|the States|the U.S.|United States|US of America|the U.S.A.|the US of America|the US of A|the U.S. of A|the U.S. of America|U.S. of America|Merica"", ""Washington, D.C.|Washington|Washington DC|Washington, DC|DC|D.C.|District of Columbia|Washington, District of Columbia|Washington D.C.|The District|Washington, D.C., U.S.|US-DC|Washington, D. C.|D.C. Washington""]","[""United States"", ""Washington D.C.""]"
twohopfact,131466,The capital of the country led by president Vladimir Putin is,Moscow,"[""The country led by president Vladimir Putin is"", ""The capital of Russia is""]","[""Russia|Rossiya|Rossija|RU|RUS|Rossijskaja Federatsija|Russian Federation|Rossiyskaya Federatsiya|RF|Российская Федерация|Россия|Federation of Russia"", ""Moscow|Moskva|Moscow, Russia|Moskva Federal City, Russia|Moscow, USSR|Moskva, Russia|City of Moscow|Moscow, Russian Federation|Moscow, Soviet Union|Moscow, Russian SFSR|Москва|Moskva, Rossiya|Mosky|Moskovĭ|Moskvi|Moskve|Moskvë""]","[""Russia"", ""Moscow""]"
twohopfact,131467,The capital of the country led by president Sauli Niinistö is,Helsinki,"[""The country led by president Sauli Niinistö is"", ""The capital of Finland is""]","[""Finland|Republic of Finland|Finnia|Land of Thousand Lakes|fi|Suomi|Suomen tasavalta|Republiken Finland|🇫🇮|FIN"", ""Helsinki|Helsingfors|Helsingia|Helsingin kaupunki|Stadi|Hesa""]","[""Finland"", ""Helsinki""]"
twohopfact,131468,The capital of the country led by president Recep Tayyip Erdoğan is,Ankara,"[""The country led by president Recep Tayyip Erdoğan is"", ""The capital of Turkey is""]","[""Turkey|TUR|TR|Republic of Türkiye|Türkiye|Republic of Turkey"", ""Ankara|Angora""]","[""Turkey"", ""Ankara""]"
twohopfact,131469,The capital of the country led by president Andrzej Duda is,Warsaw,"[""The country led by president Andrzej Duda is"", ""The capital of Poland is""]","[""Poland|POL|Republic of Poland|PL|Polska|🇵🇱"", ""Warsaw|Warszawa|Varshe|Warschau|Varshava|Varšava|Varsó|Varsavia|Varsovie|Varsovia|Varšuva|Warsaw, Poland""]","[""Poland"", ""Warsaw""]"
twohopfact,131470,The capital of the country led by president Abdel Fattah el-Sisi is,Cairo,"[""The country led by president Abdel Fattah el-Sisi is"", ""The capital of Egypt is""]","[""Egypt|Republic of Egypt|eg|EGY|🇪🇬|Arab Republic of Egypt|Arab Rep. Egypt|Rep. Egypt"", ""Cairo|Cairo, Egypt""]","[""Egypt"", ""Cairo""]"
twohopfact,131471,The capital of the country led by president Ali Khamenei is,Tehran,"[""The country led by president Ali Khamenei is"", ""The capital of Iran is""]","[""Iran|Islamic Republic of Iran|Persia|ir|Islamic Rep. Iran|🇮🇷|irn"", ""Tehran|Teheran|Ṭihrán""]","[""Iran"", ""Tehran.""]"
twohopfact,131473,The capital of the country led by president Alberto Fernández is,Buenos Aires,"[""The country led by president Alberto Fernández is"", ""The capital of Argentina is""]","[""Argentina|🇦🇷|ARG|Arjentina|AR|Argentine Republic|Republic of Argentina"", ""Buenos Aires|Ciudad Autonoma de Buenos Aires|Buenos Aires city""]","[""Argentina"", ""Buenos Aires""]"
twohopfact,131474,The capital of the country led by president Marcelo Rebelo de Sousa is,Lisbon,"[""The country led by president Marcelo Rebelo de Sousa is"", ""The capital of Portugal is""]","[""Portugal|Portuguese Republic|PT|🇵🇹|PRT|POR"", ""Lisbon|Lisboa""]","[""Portugal"", ""Lisbon""]"
twohopfact,131475,The capital of the country led by president Alexander Lukashenka is,Minsk,"[""The country led by president Alexander Lukashenka is"", ""The capital of Belarus is""]","[""Belarus|🇧🇾|White Russia|White Ruthenia|Republic of Belarus|by|Byeloruss|BLR|Bielorussia|Belorussia|Byelorussia|Respublika Belarus'|Respublika Bielaruś|Bielaruś"", ""Minsk|Мінск|Менск|Минск|Mińsk|Minskas|Mensk|Miensk""]","[""Belarus"", ""Minsk""]"
twohopfact,131476,The capital of the country led by president Joko Widodo is,Jakarta,"[""The country led by president Joko Widodo is"", ""The capital of Indonesia is""]","[""Indonesia|Republic of Indonesia|id|INA|IDN"", ""Jakarta|Special Capital Region of Jakarta|JKT|Jakarta, Indonesia|Djakarta|Jacarta|Jakarta Province""]","[""Indonesia."", ""Jakarta""]"
twohopfact,131477,The capital of the country led by president Miloš Zeman is,Prague,"[""The country led by president Miloš Zeman is"", ""The capital of Czech Republic is""]","[""Czech Republic|CZR|Česko|Česká republika|ČR|CZE|CZ|Czechia"", ""Prague|Praha|Hlavní město Praha|City of Prague""]","[""Czech Republic"", ""Prague""]"
twohopfact,131478,The capital of the country led by president János Áder is,Budapest,"[""The country led by president János Áder is"", ""The capital of Hungary is""]","[""Hungary|hu|🇭🇺|HUN"", ""Budapest|Buda Pest|Buda-Pest|Budapešť|Budapesta|Budapeszt|Buda|Ofen|Budín|Budim|Budon|Pest|Pešť|Pešta|Alt-Ofen|Budapest, Hungary|Buda-Pesth""]","[""Hungary"", ""Budapest""]"
twohopfact,131480,The capital of the country led by president Moon Jae-in is,Seoul,"[""The country led by president Moon Jae-in is"", ""The capital of South Korea is""]","[""South Korea|Republic of Korea|ROK|kr|Rep. Korea|S. Korea|Korea Republic|🇰🇷|KOR|Hanguk|Daehan Minguk|Daehanminguk|SK|Korea (South)"", ""Seoul|Seoul City|Sŏul T'ŭkpyŏlsi|Wiryeseong|Namgyeong|Hanseong|Hanyang|Keijō|Keijou|Gyeongseong""]","[""South Korea"", ""Seoul""]"
twohopfact,131481,The capital of the country led by president Nicolás Maduro is,Caracas,"[""The country led by president Nicolás Maduro is"", ""The capital of Venezuela is""]","[""Venezuela|Bolivarian Republic of Venezuela|BR Venezuela|VE|🇻🇪|Estados Unidos de Venezuela|Vzla|VEN"", ""Caracas|Santiago de Leon de Caracas|CCS|Santiago de León de Caracas""]","[""Venezuela"", ""Caracas""]"
twohopfact,131484,The capital of the country led by president Abdel Fattah al-Burhan is,Khartoum,"[""The country led by president Abdel Fattah al-Burhan is"", ""The capital of Sudan is""]","[""Sudan|Republic of the Sudan|as-Sūdān|sd|North Sudan|the Sudan|🇸🇩|Republic of Sudan|SUD|Soudan|as-Sudan|al-Sudan"", ""Khartoum""]","[""Sudan"", ""Khartoum""]"
twohopfact,131485,The capital of the country led by president Khurelsukh Ukhnaa is,Ulaanbaatar,"[""The country led by president Khurelsukh Ukhnaa is"", ""The capital of Mongolia is""]","[""Mongolia|mn|Mongol uls|MNG|MGL|🇲🇳"", ""Ulaanbaatar|Niislel Hüree|East Hüree|Khan of Urga|Hüree|Ulan-Bator|Ulan Bator|Ih Huree|Kulun|Wulan Batuo""]","[""Mongolia"", ""Ulaanbaatar""]"
twohopfact,131486,The capital of the country led by president Milo Đukanović is,Podgorica,"[""The country led by president Milo Đukanović is"", ""The capital of Montenegro is""]","[""Montenegro|me|🇲🇪|MNE|Crna Gora"", ""Podgorica|Capital of Montenegro|Burguriçe|Podgoritsa|Titograd|Podgoritza""]","[""Montenegro"", ""Podgorica""]"
twohopfact,131487,The capital of the country led by president Michael D. Higgins is,Dublin,"[""The country led by president Michael D. Higgins is"", ""The capital of Republic of Ireland is""]","[""Republic of Ireland|Éire|IE|IRL|Hibernia|Ireland, Republic of|🇮🇪|Eire|Southern Ireland|Ireland (state)|Ireland"", ""Dublin|Dublin city|City of Dublin|Baile Átha Cliath|Dublin, Ireland""]","[""Ireland"", ""Dublin""]"
twohopfact,131488,The capital of the country led by president Mohamed Abdullahi Mohamed is,Mogadishu,"[""The country led by president Mohamed Abdullahi Mohamed is"", ""The capital of Somalia is""]","[""Somalia|Federal Republic of Somalia|so|🇸🇴|SOM"", ""Mogadishu|Xamar|The Seat of the Shah|Hamar|Maqadīshū""]","[""Somalia"", ""Mogadishu""]"
