reason,response_excerpt,status,uid
r1_alias_not_found,Disney Interactive Studios,failed,268139
r1_alias_not_found,"I couldn't find any information on a game called ""Dynasty Wars"".",failed,268138
r2_alias_not_found,NASDAQ,failed,268137
r1_alias_not_found,Epic Games,failed,268141
r1_alias_not_found,Hans-Joachim Wagner,failed,268140
r1_alias_not_found,Tatsunoko Productions,failed,268143
r1_alias_not_found,Taito,failed,268144
r1_alias_not_found,Kazutaka Kodaka,failed,268145
r1_alias_not_found,Warren Spector,failed,268146
r1_alias_not_found,Toshiyuki Kurosawa,failed,268148
r1_alias_not_found,"I couldn't find any information on a game called ""Warriors of Fate"". It's possible that it's a lesser-known or older game, or it may not be a well-known title. Can you provide more context or details ",failed,268142
r2_alias_not_found,NASDAQ,failed,268147
r1_alias_not_found,Firaxis Games,failed,268149
r2_alias_not_found,NASDAQ,failed,268151
r2_alias_not_found,NASDAQ,failed,268152
r1_alias_not_found,"I couldn't find any information on a game called ""Devil Kings"". Could you provide more context or clarify which game you are referring to? I'll do my best to help.",failed,268150
r1_alias_not_found,Epic Games,failed,268154
r1_alias_not_found,"I don't have information on a game called ""Pang"".",failed,268153
r1_alias_not_found,Gustaf Tenggren,failed,268155
r1_alias_not_found,Obsidian Entertainment.,failed,268157
r2_alias_not_found,NASDAQ,failed,268156
r1_alias_not_found,"I don't have information on who developed the game ""Sweet Home"".",failed,268158
r1_alias_not_found,Shigeru Miyamoto,failed,268159
r1_alias_not_found,Warner Bros. Interactive Entertainment,failed,268160
r1_alias_not_found,Croteam,failed,268161
r1_alias_not_found,"I couldn't find any information on a game called ""Saturday Night Slam Masters"".",failed,268162
r1_alias_not_found,"I couldn't find any information on a game called ""Eco Fighters"".",failed,268163
r1_alias_not_found,"I couldn't find any information on a game called ""Legendary Wings"".",failed,268165
r2_alias_not_found,NASDAQ,failed,268164
r1_alias_not_found,"I couldn't find any information on a game called ""Super Buster Bros."" Could you provide more context or details about the game? I'll do my best to help.",failed,268166
r1_alias_not_found,I don't have access to that information.,failed,268168
r1_alias_not_found,"I couldn't find any information on a game called ""Tiger Road"". Could you provide more context or details about the game? I'll do my best to help.",failed,268167
r1_alias_not_found,Trey Parker and Matt Stone,failed,268169
r1_alias_not_found,I cannot verify who developed Kabu Trader Shun.,failed,268171
r1_alias_not_found,"I couldn't find any information on a game called ""El Dorado Gate"".",failed,268170
r1_alias_not_found,"I couldn't find any information on a game called ""Magic Sword"". Could you provide more context or details about the game? I'll do my best to help.",failed,268172
r2_alias_not_found,NASDAQ,failed,268173
r1_alias_not_found,"I couldn't find any information on a game called ""Carrier Air Wing"". It's possible that it's a lesser-known or older game, or it may be a misspelling or incorrect title. If you could provide more cont",failed,268174
r1_alias_not_found,"I couldn't find any information on a game called ""Pirate Ship Higemaru"". It's possible that it's a lesser-known or older title. Can you provide more context or details about the game?",failed,268175
r1_alias_not_found,"I couldn't find any information on a game called ""Pnickies"".",failed,268176
r1_alias_not_found,I cannot verify who developed Quiz Nanairo Dreams.,failed,268177
r1_alias_not_found,I cannot verify who developed Section Z.,failed,268178
r1_alias_not_found,Hideo Kojima,failed,268180
r1_alias_not_found,"I don't have information on who developed ""E.X. Troopers"".",failed,268181
r1_alias_not_found,"I couldn't find any information on a game called ""Side Arms Hyper Dyne"". It's possible that it's a lesser-known or older game. If you could provide more context or details, I may be able to help furth",failed,268179
r1_alias_not_found,Steven Spielberg,failed,268183
r1_alias_not_found,Ubisoft,failed,268185
r2_alias_not_found,NASDAQ,failed,268184
r1_alias_not_found,"I couldn't find any information on a game called ""Varth: Operation Thunderstorm"". It's possible that it's a lesser-known or older title. If you could provide more context or details, I may be able to ",failed,268182
r1_alias_not_found,Jason Schreier,failed,268187
r1_alias_not_found,"I couldn't find any information on a game called ""Gotcha Force"".",failed,268186
r1_alias_not_found,Iggy Pop,failed,268189
r1_alias_not_found,"I couldn't find any information on a game called ""Group S Challenge"".",failed,268188
r1_alias_not_found,Tetsuya Ohtani,failed,268190
r1_alias_not_found,I don't have access to that information.,failed,268192
r1_alias_not_found,Toshiyuki Kurosawa,failed,268193
r1_alias_not_found,Koei Tecmo Games,failed,268194
r1_alias_not_found,"I couldn't find any information on a game called ""Metal Walker"". Could you provide more context or details about the game? I'll do my best to help.",failed,268191
r1_alias_not_found,Quacksoft,failed,268195
r1_alias_not_found,EA Los Angeles,failed,268196
r1_alias_not_found,"I don't have information on a game called ""Mercs"".",failed,268198
r1_alias_not_found,Tatsunoko Productions,failed,268199
r1_alias_not_found,"I couldn't find any information on a game called ""Project Justice"". Could you provide more context or details about the game? I'll do my best to help.",failed,268197
r1_alias_not_found,Warner Bros. Interactive Entertainment,failed,268200
r1_alias_not_found,"I couldn't find any information on a game called ""Vulgus"". Could you provide more context or details about the game? I'll do my best to help.",failed,268201
r1_alias_not_found,"I couldn't find any information on a game called ""Demon's Crest"". Could you provide more context or details about the game? I'll do my best to help.",failed,268202
r1_alias_not_found,Tales of,failed,268203
r1_alias_not_found,Taito,failed,268204
r1_alias_not_found,Sam Houser,failed,268205
r1_alias_not_found,Epic Games,failed,268207
r1_alias_not_found,Kazunori Yoshida,failed,268208
r1_alias_not_found,Hideo Kojima,failed,268209
r1_alias_not_found,Taito,failed,268210
r1_alias_not_found,Epic Games,failed,268211
r1_alias_not_found,Epic Games.,failed,268212
r1_alias_not_found,"I couldn't find any information on a game called ""X-Men: Mutant Apocalypse"". It's possible that it's a lesser-known or older title. If you could provide more context or details, I may be able to help ",failed,268206
r1_alias_not_found,Blizzard Entertainment,failed,268214
r1_alias_not_found,"I couldn't find any information on a game called ""Battle Circuit"". Could you provide more context or details about the game? I'll do my best to help.",failed,268213
r1_alias_not_found,"I don't have information on a specific game called ""Three Wonders."" Can I help you with something else?",failed,268215
r1_alias_not_found,"I couldn't find any information on a game called ""Star Gladiator"". Could you provide more context or details about this game? I'll do my best to help.",failed,268216
r1_alias_not_found,"I couldn't find any information on a game called ""SonSon"". Could you provide more context or details about this game? I'll do my best to help.",failed,268217
r1_alias_not_found,Taito,failed,268219
r1_alias_not_found,"I couldn't find any information on a game called ""Exed Exes"".",failed,268218
r1_alias_not_found,I cannot verify who developed Forgotten Worlds.,failed,268220
r1_alias_not_found,Ubisoft,failed,268221
r1_alias_not_found,Ubisoft,failed,268223
r1_alias_not_found,"I don't have information on the developer of ""OniMusha: Soul"".",failed,268222
r1_alias_not_found,"I don't have information on a game called ""Deep Down"" developed by a specific developer.",failed,268224
r1_alias_not_found,"I'm sorry, but I cannot verify who developed the game ""Bonkers"".",failed,268225
r1_alias_not_found,Ubisoft,failed,268227
r1_alias_not_found,I cannot verify who developed PrideGP Grand Prix 2003.,failed,268226
r1_alias_not_found,Ubisoft,failed,268228
r1_alias_not_found,Kotaro Uchida,failed,268229
r1_alias_not_found,Ubisoft,failed,268231
r1_alias_not_found,"I don't have information on who developed the game ""Pragmata"".",failed,268230
r1_alias_not_found,Capcom,failed,268233
r1_alias_not_found,"I don't have information on the developer of ""Exoprimal"".",failed,268232
r1_alias_not_found,"I couldn't find any information on a game called ""Bucky O'Hare"".",failed,268234
r1_alias_not_found,Ubisoft,failed,268236
r1_alias_not_found,"I couldn't find any information on a game called ""Insector X"".",failed,268237
r2_alias_not_found,Nasdaq,failed,268235
r1_alias_not_found,"I couldn't find any information on a game called ""Puzznic"".",failed,268239
r1_alias_not_found,"I couldn't find any information on a game called ""PuLiRuLa"". It's possible that it's a lesser-known or older game, or it may be a misspelling or incorrect title. Can you provide more context or clarif",failed,268238
r1_alias_not_found,"I couldn't find any information on a game called ""Cadash"". Could you provide more context or details about the game? I'll do my best to help.",failed,268240
r1_alias_not_found,Ubisoft,failed,268243
r1_alias_not_found,"I couldn't find any information on a game called ""Plotting"". Could you provide more context or details about the game? I'll do my best to help.",failed,268241
r2_alias_not_found,Nikkei 225,failed,268242
r1_alias_not_found,"I couldn't find any information on a game called ""Birdie King"". Could you provide more context or details about this game? I'll do my best to help.",failed,268244
r1_alias_not_found,"I couldn't find any information on a game called ""Bujingai"". Could you provide more context or clarify which game you are referring to? I'll do my best to help.",failed,268245
r1_alias_not_found,"I couldn't find any information on a game called ""Bust-a-Move Ghost"".",failed,268246
r1_alias_not_found,"I couldn't find any information on a game called ""Energy Airforce"".",failed,268247
r1_alias_not_found,I cannot verify who developed RayStorm.,failed,268248
r1_alias_not_found,"I'm sorry, but I cannot verify who developed the game ""Halley's Comet"".",failed,268250
r1_alias_not_found,"I couldn't find any information on a game called ""Final Blow"". Could you provide more context or details about the game? I'll do my best to help.",failed,268249
r1_alias_not_found,"I don't have information on a game called ""Interceptor"" developed by a specific person.",failed,268252
r1_alias_not_found,"I couldn't find any information on a game called ""Volfied"".",failed,268253
r1_alias_not_found,"I couldn't find any information on a game called ""Hit the Ice."" It's possible that it's a lesser-known or older game, or it may be a misspelling or incorrect title. Can you provide more context or cla",failed,268251
r1_alias_not_found,"I don't have information on the developer of ""Over G Fighters"".",failed,268255
r1_alias_not_found,"I couldn't find any information on a game called ""Jupiter Strike"". Could you provide more context or details about the game? I'll do my best to help.",failed,268254
r1_alias_not_found,"I cannot verify who developed the game ""Cloud Master"".",failed,268257
r1_alias_not_found,"I couldn't find any information on a game called ""Night Striker"". Could you provide more context or details about the game? I'll do my best to help.",failed,268256
r1_alias_not_found,"I don't have information on a game called ""RayForce."" Can I help you with something else?",failed,268258
r1_alias_not_found,Takashi Nishiyama,failed,268260
r1_alias_not_found,"I couldn't find any information on a game called ""Saint Sword"". Could you provide more context or details about the game? I'll do my best to help.",failed,268259
r1_alias_not_found,"I couldn't find any information on a game called ""Bonze Adventure"".",failed,268261
r1_alias_not_found,Ubisoft,failed,268262
r1_alias_not_found,"I'm sorry, but I cannot verify who developed Football Champ.",failed,268263
r1_alias_not_found,"I'm sorry, but I cannot verify who developed the game ""Space Gun"".",failed,268264
r1_alias_not_found,Tetsuya Iwato,failed,268266
r1_alias_not_found,"I couldn't find any information on a game called ""Exzisus"".",failed,268265
r1_alias_not_found,Tetsuya Iwata,failed,268268
r1_alias_not_found,"I couldn't find any information on a game called ""Alpine Ski"".",failed,268269
r1_alias_not_found,"I couldn't find any information on a game called ""Air Inferno"". Could you provide more context or details about the game? I'll do my best to help.",failed,268267
r1_alias_not_found,"I couldn't find any information on a game called ""American Horseshoes"".",failed,268270
r1_alias_not_found,Tetsuya Iida,failed,268272
r1_alias_not_found,"I couldn't find any information on a game called ""Arabian Magic"". Could you provide more context or clarify which game you are referring to? I'll do my best to help.",failed,268271
r1_alias_not_found,"I couldn't find any information on a game called ""Battle Shark"". Could you provide more context or details about this game? I'll do my best to help.",failed,268273
r1_alias_not_found,"I couldn't find any information on a game called ""Ben Bero Beh"".",failed,268274
r1_alias_not_found,I don't have access to that information.,failed,268275
r1_alias_not_found,"I couldn't find any information on a game called ""Raimais"". Could you provide more context or clarify which game you are referring to? I'll do my best to help.",failed,268276
r1_alias_not_found,"I couldn't find any information on a game called ""Bio-Attack"". Could you provide more context or details about the game? I'll do my best to help.",failed,268277
r1_alias_not_found,"I couldn't find any information on a game called ""Card Game 9"".",failed,268278
r1_alias_not_found,"I couldn't find any information on a game called ""Cleopatra Fortune"".",failed,268279
r1_alias_not_found,"I couldn't find any information on a game called ""Colony 7"".",failed,268280
r1_alias_not_found,"I couldn't find any information on a game called ""Crazy Balloon"". Could you provide more context or details about this game? I'll do my best to help.",failed,268281
r1_alias_not_found,I cannot verify who developed Dead Connection.,failed,268283
r1_alias_not_found,"I couldn't find any information on a game called ""Psychic Force"". It's possible that it's a lesser-known or older title, or it may be a misspelling or incorrect name. If you could provide more context",failed,268282
r1_alias_not_found,"I couldn't find any information on a game called ""Double Axle"". Could you provide more context or details about the game? I'll do my best to help.",failed,268284
r1_alias_not_found,"I couldn't find any information on a game called ""Freedom Wings"".",failed,268285
r1_alias_not_found,"I couldn't find any information on a game called ""Gekirindan"".",failed,268287
r1_alias_not_found,"I couldn't find any information on a game called ""Furu Furu Park"". It's possible that it's a lesser-known or older game. Can you provide more context or details about the game?",failed,268286
r1_alias_not_found,I cannot verify who developed Grid Seeker: Project Storm Hammer.,failed,268288
r1_alias_not_found,Warner Bros. Interactive Entertainment,failed,268289
r1_alias_not_found,"I'm sorry, but I cannot verify who developed ""Sonic Blast Man"".",failed,268291
r1_alias_not_found,"I don't have information on a specific game called ""High Way Race"" developed by a particular person. Can I help you find more general information about the game?",failed,268290
r1_alias_not_found,I don't have access to that information.,failed,268293
r1_alias_not_found,"I couldn't find any information on a game called ""Magical Date"".",failed,268294
r1_alias_not_found,"I couldn't find any information on a game called ""Kaiser Knuckle"". It's possible that it's a lesser-known or older game, or it may not be well-documented online. If you could provide more context or d",failed,268292
r1_alias_not_found,"I couldn't find any information on a game called ""Megablast"". Could you provide more context or details about the game? I'll do my best to help.",failed,268295
r1_alias_not_found,Hans-Joachim Magerle,failed,268297
r1_alias_not_found,"I couldn't find any information on a game called ""Chase H.Q."". It's possible that it's a lesser-known or older game, or it may not be well-documented online. Can you provide more context or details ab",failed,268296
r1_alias_not_found,"I couldn't find any information on a game called ""Growl"". Could you provide more context or details about this game? I'll do my best to help.",failed,268298
r1_alias_not_found,I cannot verify who developed LostMagic.,failed,268300
r1_alias_not_found,Tatsunoko Productions.,failed,268301
r1_alias_not_found,Tencent Games,failed,268303
r2_alias_not_found,Nikkei 225,failed,268299
r1_alias_not_found,"I couldn't find any information on a game called ""Godzilla Trading Battle"".",failed,268304
r1_alias_not_found,"I couldn't find any information on a game called ""Elevator Action"". Could you provide more context or details about the game? I'll do my best to help.",failed,268302
r1_alias_not_found,Bandai Namco Games,failed,268306
r1_alias_not_found,"I couldn't find any information on a game called ""Cameltry"".",failed,268305
r1_alias_not_found,"I couldn't find any information on a game called ""Bubble Symphony"".",failed,268307
r1_alias_not_found,"I couldn't find any information on a game called ""Continental Circus"".",failed,268308
r1_alias_not_found,Tatsunoko Productions,failed,268310
r1_alias_not_found,"I'm sorry, but I cannot verify who developed the game ""Depthcharge"".",failed,268311
r1_alias_not_found,Valve Corporation,failed,268313
r1_alias_not_found,"I couldn't find any information on a game called ""Rastan Saga"". It's possible that it's a lesser-known or older title, or it may be a misspelling or incorrect name. Can you provide more context or cla",failed,268309
r2_alias_not_found,Nikkei 225,failed,268312
r1_alias_not_found,Hans Werner,failed,268314
r1_alias_not_found,Takashi Iizuka,failed,268315
r1_alias_not_found,Yukito Kishiro,failed,268316
r1_alias_not_found,Robert Gilbert,failed,268318
r1_alias_not_found,"I couldn't find any information on a game called ""Jungle Hunt"". Can you provide more context or details about the game? I'll do my best to help.",failed,268317
r1_alias_not_found,Tatsuya Iida,failed,268320
r1_alias_not_found,"I couldn't find any information on a game called ""Time Gal"". Could you provide more context or details about the game? I'll do my best to help.",failed,268319
r1_alias_not_found,Akihiro Hino,failed,268321
r1_alias_not_found,Tatsunoko Productions.,failed,268322
r1_alias_not_found,"I don't have information on who developed ""Demon Gaze"".",failed,268323
r1_alias_not_found,I don't have access to that information.,failed,268325
r1_alias_not_found,Taito,failed,268326
r1_alias_not_found,"I couldn't find any information on a game called ""Slayers Royal"". Can you provide more context or details about the game? I'll do my best to help.",failed,268324
r1_alias_not_found,Taito,failed,268328
r1_alias_not_found,"I couldn't find any information on a game called ""Dragon Tamer Sound Spirit"". It's possible that it's a lesser-known or older title. Can you provide more context or details about the game?",failed,268327
r1_alias_not_found,I don't have access to that information.,failed,268330
r1_alias_not_found,"I couldn't find any information on a game called ""Kamen Rider Battle Ride Wars"".",failed,268331
r1_alias_not_found,"I couldn't find any information on a game called ""Flash Focus: Vision Training in Minutes a Day"". It's possible that it's a lesser-known or older title, or it may not be publicly available. If you cou",failed,268329
r1_alias_not_found,Tatsuya Iida,failed,268332
r1_alias_not_found,Aristotle Online,failed,268333
r1_alias_not_found,Bandai Namco Studios,failed,268334
r1_alias_not_found,"I couldn't find any information on a game called ""Ring: Infinity"".",failed,268335
r1_alias_not_found,"I don't have information on a game called ""The Legend of Bishin"".",failed,268336
r1_alias_not_found,Kotaro Uchikoshi,failed,268338
r1_alias_not_found,"I don't have information on a specific developer of ""The Munchables"".",failed,268337
r1_alias_not_found,I don't have access to that information.,failed,268340
r1_alias_not_found,"I couldn't find any information on a game called ""Natural Doctrine"". Could you provide more context or details about the game? I'll do my best to help.",failed,268339
r1_alias_not_found,I cannot verify who developed Future Diary: The 13th Diary Owner.,failed,268341
r1_alias_not_found,Tatsuki Fujimoto,failed,268342
r1_alias_not_found,Tatsunoko Productions,failed,268343
r1_alias_not_found,I cannot verify who developed Shin Lucky Star Moe Drill: Tabidachi.,failed,268344
r1_alias_not_found,Kazuhisa Tsutsui,failed,268346
r1_alias_not_found,"I couldn't find any information on a game called ""Vantage Master"". Could you provide more context or details about the game? I'll do my best to help.",failed,268347
r1_alias_not_found,"I couldn't find any information on a game called ""Lord Monarch."" It's possible that it's a lesser-known or older title, or it may be a misspelling or incorrect name. If you could provide more context ",failed,268345
r1_alias_not_found,Tatsunoko Productions,failed,268349
r1_alias_not_found,"I don't have information on a game called ""Sorcerian"".",failed,268348
r1_alias_not_found,Hans-Joachim Müller,failed,268351
r1_alias_not_found,"I couldn't find any information on a game called ""Romancia"". Could you provide more context or details about the game? I'll do my best to help.",failed,268352
r1_alias_not_found,"I couldn't find any information on a game called ""Popful Mail"". It's possible that it's a lesser-known or older game, or it may be a misspelling or incorrect title. Can you provide more context or cla",failed,268350
r1_alias_not_found,"I'm sorry, but I cannot verify who developed the game ""Xanadu"".",failed,268354
r1_alias_not_found,Bandai Namco Entertainment,failed,268355
r1_alias_not_found,"I couldn't find any information on a game called ""Dragon Slayer"". Could you provide more context or details about the game? I'll do my best to help.",failed,268353
r1_alias_not_found,"I'm sorry, but I cannot verify who developed the game ""Monkey Puncher"".",failed,268357
r1_alias_not_found,Tatsunoko Productions,failed,268358
r1_alias_not_found,"I couldn't find any information on a game called ""Metal Black"". Could you provide more context or details about the game? I'll do my best to help.",failed,268356
r1_alias_not_found,"I couldn't find any information on a game called ""Palamedes"".",failed,268359
r1_alias_not_found,"I don't have information on a game called ""Pop'n Pop"".",failed,268360
r1_alias_not_found,"I'm sorry, but I cannot verify who developed Qix++.",failed,268361
r1_alias_not_found,"I don't have information on who developed ""RayCrisis"".",failed,268363
r2_alias_not_found,Nikkei 225,failed,268362
r1_alias_not_found,Rogers Stevens,failed,268364
r1_alias_not_found,"I'm sorry, but I cannot verify who developed the game ""Super Mouse"".",failed,268365
r1_alias_not_found,"I don't have information on a specific game called ""Under Fire"" developed by a particular person. Can I help you with anything else?",failed,268366
r1_alias_not_found,"I couldn't find any information on a game called ""Violence Fight"".",failed,268367
r1_alias_not_found,Tatsuya Ishida,failed,268369
r1_alias_not_found,Tatsunoko Productions,failed,268371
r1_alias_not_found,"I'm sorry, but I cannot verify who developed the game ""Star Trader"".",failed,268370
r1_alias_not_found,Hideo Kojima,failed,268372
r1_alias_not_found,"I couldn't find any information on a game called ""Dino Rex"". Could you provide more context or details about this game? I'll do my best to help.",failed,268373
r1_alias_not_found,"I couldn't find any information on a game called ""Legacy of the Wizard"". Can you provide more context or details about the game? I'll do my best to help.",failed,268374
r1_alias_not_found,Bandai Namco Entertainment.,failed,268376
r1_alias_not_found,I can't assist with this request as I don't have access to that information.,failed,268375
r1_alias_not_found,Tetsuya Iida,failed,268378
r1_alias_not_found,"I couldn't find any information on a game called ""Graffiti Kingdom"".",failed,268377
r1_alias_not_found,Cal Arneson,failed,268380
r1_alias_not_found,"I couldn't find any information on a game called ""Sister Sonic"".",failed,268379
r1_alias_not_found,Tetsuya Iida,failed,268381
r1_alias_not_found,Hans Kurschner,failed,268382
r1_alias_not_found,"I couldn't find any information on a game called ""Kageki"".",failed,268383
r1_alias_not_found,"I couldn't find any information on a game called ""Halley Wars"".",failed,268384
r1_alias_not_found,Tetsuya Iwato,failed,268385
r1_alias_not_found,Taliesin Lavin,failed,268387
r1_alias_not_found,"I don't have information on the developer of ""Soul Nomad & the World Eaters"".",failed,268386
r1_alias_not_found,Kotaro Uchikoshi,failed,268388
r1_alias_not_found,"I couldn't find any information on a Pokémon game called ""Pokémon Battrio"".",failed,268389
r1_alias_not_found,Kojima Productions,failed,268391
r2_alias_not_found,Nisshoki,failed,268390
r1_alias_not_found,Koei Tecmo Games,failed,268394
r1_alias_not_found,"I couldn't find any information on a game called ""Trinity Universe"".",failed,268393
r2_alias_not_found,Nisshoki,failed,268392
r1_alias_not_found,Koei Tecmo Games,failed,268395
r1_alias_not_found,Taito,failed,268397
r1_alias_not_found,"I don't have information on a game called ""Phantom Brave"" developed by a specific person.",failed,268396
r1_alias_not_found,I cannot verify who developed Last Rebellion.,failed,268398
r1_alias_not_found,Capcom,failed,268399
r1_alias_not_found,"I couldn't find any information on a game called ""Pieces"" that I can verify as being developed by a specific person.",failed,268401
r1_alias_not_found,"I couldn't find any information on a game called ""Mutsu Tonohohon"". It's possible that it's a lesser-known or older title. Can you provide more context or details about the game?",failed,268400
r1_alias_not_found,Tatsunoko Productions.,failed,268403
r1_alias_not_found,"I don't have information on a game called ""Tsuppari Wars."" Can I help you with something else?",failed,268402
r1_alias_not_found,Taito,failed,268405
r1_alias_not_found,"I couldn't find any information on a game called ""Cooking Fighter Hao"".",failed,268404
r1_alias_not_found,I don't have access to that information.,failed,268406
r1_alias_not_found,Yukimasa Ito,failed,268408
r1_alias_not_found,Epic Games.,failed,268409
r1_alias_not_found,"I couldn't find any information on a game called ""Jigsaw Madness"". Could you provide more context or details about the game? I'll do my best to help.",failed,268407
r1_alias_not_found,"I don't have information on the developer of ""Iwaihime"".",failed,268410
r1_alias_not_found,Kotaro Uchida,failed,268411
r1_alias_not_found,"I couldn't find any information on a game called ""Hakoniwa Company Works"".",failed,268413
r1_alias_not_found,"I couldn't find any information on a game called ""Exile Election"".",failed,268412
r1_alias_not_found,Tobio Kakuto,failed,268414
r1_alias_not_found,"I couldn't find any information on a game called ""The Princess Guide"".",failed,268415
r1_alias_not_found,"I couldn't find any information on a game called ""Mad Rat Dead"".",failed,268416
r1_alias_not_found,"I couldn't find any information on a game called ""Poison Control"".",failed,268417
r1_alias_not_found,"I couldn't find any information on a game called ""Tantei Bokumetsu"". It's possible that it's a lesser-known or older title. Can you provide more context or details about the game?",failed,268418
r1_alias_not_found,Iggy Izal Klima,failed,268420
r1_alias_not_found,"I couldn't find any information on a game called ""Shin Hayarigami 2"". It's possible that it's a lesser-known or older title. If you could provide more context or details, I may be able to help further",failed,268419
r1_alias_not_found,"I cannot verify who developed the game ""Asteka"".",failed,268422
r1_alias_not_found,"I couldn't find any information on a game called ""Demons Ring"". Could you provide more context or details about the game? I'll do my best to help.",failed,268421
r1_alias_not_found,"I couldn't find any information on a game called ""Xicatrice"". Could you provide more context or details about this game? I'll do my best to help.",failed,268423
r1_alias_not_found,Hawk Softworks,failed,268425
r1_alias_not_found,Epic Games,failed,268426
r1_alias_not_found,"I couldn't find any information on a game called ""Gon"". Could you provide more context or clarify which game you are referring to? I'll do my best to help.",failed,268424
r1_alias_not_found,Capcom,failed,268428
r1_alias_not_found,"I couldn't find any information on a game called ""Yoshi's Cookie"".",failed,268427
r1_alias_not_found,I don't have access to that information.,failed,268429
r1_alias_not_found,"I couldn't find any information on a game called ""Racket Attack"".",failed,268431
r1_alias_not_found,Taito,failed,268432
r1_alias_not_found,"I don't have information on a game called ""Ikki"" developed by a specific person. Can I help you with anything else?",failed,268430
r1_alias_not_found,Konami.,failed,268434
r1_alias_not_found,Kazunori Yoshida,failed,268435
r1_alias_not_found,"I couldn't find any information on a game called ""Demon Sword"". Could you provide more context or details about the game? I'll do my best to help.",failed,268433
r1_alias_not_found,"I couldn't find any information on a game called ""Maru's Mission"".",failed,268436
r1_alias_not_found,Tatsuya Ishida,failed,268438
r1_alias_not_found,Bandai Namco Games,failed,268439
r1_alias_not_found,Tatsunoko Productions,failed,268440
r1_alias_not_found,"I couldn't find any information on a game called ""Dangerous Seed"". Could you provide more context or details about this game? I'll do my best to help.",failed,268437
r1_alias_not_found,Tatsunoko Productions,failed,268442
r1_alias_not_found,"I couldn't find any information on a game called ""Chubby Cherub"". Could you provide more context or details about the game? I'll do my best to help.",failed,268441
r1_alias_not_found,"I don't have information on a game called ""Toxic Crusaders"" developed by a specific person.",failed,268443
r1_alias_not_found,"I'm sorry, but I cannot verify who developed ""Bazooka Blitzkrieg"".",failed,268445
r1_alias_not_found,Capcom,failed,268446
r1_alias_not_found,"I couldn't find any information on a game called ""Uchūsen: Cosmo Carrier"". It's possible that it's a lesser-known or older title. Can you provide more context or details about the game?",failed,268444
r1_alias_not_found,Shigeru Miyamoto,failed,268448
r1_alias_not_found,Tiger Woods Interactive,failed,268449
r1_alias_not_found,Taito,failed,268450
r1_alias_not_found,"I don't have information on a volleyball game called ""Dig & Spike"".",failed,268451
r1_alias_not_found,"I couldn't find any information on a game called ""Dusty Diamond's All-Star Softball"". It's possible that it's a lesser-known or older title. If you could provide more context or details, I may be able",failed,268447
r1_alias_not_found,"I don't have information on a specific game called ""Field Combat"" developed by a particular developer. Can I help you find more information about it?",failed,268452
r1_alias_not_found,Taito,failed,268454
r1_alias_not_found,"I couldn't find any information on a game called ""Exerion"". Could you provide more context or details about the game? I'll do my best to help.",failed,268453
r1_alias_not_found,Taito,failed,268455
r1_alias_not_found,Shigeru Miyamoto,failed,268457
r1_alias_not_found,"I couldn't find any information on a game called ""Legends of the Diamond"".",failed,268456
r1_alias_not_found,"I couldn't find any information on a game called ""Namco Open"".",failed,268458
r1_alias_not_found,I cannot verify who developed Pinball Quest.,failed,268460
r1_alias_not_found,"I couldn't find any information on a game called ""Natsuki Crisis Battle"". It's possible that it's a lesser-known or older title. Can you provide more context or details about the game?",failed,268459
r1_alias_not_found,"I couldn't find any information on a game called ""Pro Sport Hockey"". Could you provide more context or details about the game? I'll do my best to help.",failed,268461
r1_alias_not_found,"I couldn't find any information on a game called ""Ruin Arm"".",failed,268462
r1_alias_not_found,"I cannot verify who developed ""Short Order / Eggsplode!"".",failed,268464
r1_alias_not_found,EA Sports.,failed,268465
r1_alias_not_found,"I don't have information on a specific game called ""Shooting Range"" developed by a particular person. Can I help you find more information about it?",failed,268463
r1_alias_not_found,Bandai Namco Entertainment,failed,268467
r1_alias_not_found,I don't have information on a Tetris 2 game.,failed,268469
r1_alias_not_found,"I don't have information on a specific ""Sports Collection"" game developed by a particular developer. Can I help you find more general information about the game?",failed,268466
r1_alias_not_found,Hideo Kojima,failed,268471
r1_alias_not_found,Atlus.,failed,268472
r1_alias_not_found,Kazuhiko Yamashita,failed,268473
r1_alias_not_found,Kotaro Uchida,failed,268474
r1_alias_not_found,"I couldn't find any information on a game called ""Kamen Rider Club Gekitotsu ShockerLand"". It's possible that it's a lesser-known or older title, or it may not exist at all. If you could provide more ",failed,268470
r1_alias_not_found,"I couldn't find any information on a game called ""Roadster"". Could you provide more context or details about this game? I'll do my best to help.",failed,268475
r1_alias_not_found,"I cannot verify who developed ""Carrot Fantasy 1"".",failed,268478
r1_alias_not_found,"I couldn't find any information on a game called ""Bass Landing"". Could you provide more context or details about the game? I'll do my best to help.",failed,268477
r1_alias_not_found,"I couldn't find any information on a game called ""Shenxiandao"". Could you provide more context or clarify which game you are referring to? I'll do my best to help.",failed,268479
r1_alias_not_found,"I couldn't find any information on a game called ""Yōkai Yashiki"". It's possible that it's a lesser-known or older title. Can you provide more context or details about the game?",failed,268480
r1_alias_not_found,NCSOFT,failed,268482
r1_alias_not_found,I don't have access to that information.,failed,268483
r1_alias_not_found,"I couldn't find any information on a game called ""Tokimeki RunRuns"". It's possible that it's a lesser-known or older title. If you could provide more context or details, I may be able to help further.",failed,268481
r1_alias_not_found,I cannot verify who developed Jewelpet: Magical Dance in Style Deco!.,failed,268484
